login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,score
nnethercote,1940286,MDQ6VXNlcjE5NDAyODY=,https://avatars.githubusercontent.com/u/1940286?v=4,,https://api.github.com/users/nnethercote,https://github.com/nnethercote,https://api.github.com/users/nnethercote/followers,https://api.github.com/users/nnethercote/following{/other_user},https://api.github.com/users/nnethercote/gists{/gist_id},https://api.github.com/users/nnethercote/starred{/owner}{/repo},https://api.github.com/users/nnethercote/subscriptions,https://api.github.com/users/nnethercote/orgs,https://api.github.com/users/nnethercote/repos,https://api.github.com/users/nnethercote/events{/privacy},https://api.github.com/users/nnethercote/received_events,User,false,1.0
jaydenseric,1754873,MDQ6VXNlcjE3NTQ4NzM=,https://avatars.githubusercontent.com/u/1754873?v=4,,https://api.github.com/users/jaydenseric,https://github.com/jaydenseric,https://api.github.com/users/jaydenseric/followers,https://api.github.com/users/jaydenseric/following{/other_user},https://api.github.com/users/jaydenseric/gists{/gist_id},https://api.github.com/users/jaydenseric/starred{/owner}{/repo},https://api.github.com/users/jaydenseric/subscriptions,https://api.github.com/users/jaydenseric/orgs,https://api.github.com/users/jaydenseric/repos,https://api.github.com/users/jaydenseric/events{/privacy},https://api.github.com/users/jaydenseric/received_events,User,false,1.0
ryanseddon,143402,MDQ6VXNlcjE0MzQwMg==,https://avatars.githubusercontent.com/u/143402?v=4,,https://api.github.com/users/ryanseddon,https://github.com/ryanseddon,https://api.github.com/users/ryanseddon/followers,https://api.github.com/users/ryanseddon/following{/other_user},https://api.github.com/users/ryanseddon/gists{/gist_id},https://api.github.com/users/ryanseddon/starred{/owner}{/repo},https://api.github.com/users/ryanseddon/subscriptions,https://api.github.com/users/ryanseddon/orgs,https://api.github.com/users/ryanseddon/repos,https://api.github.com/users/ryanseddon/events{/privacy},https://api.github.com/users/ryanseddon/received_events,User,false,1.0
initstring,26131150,MDQ6VXNlcjI2MTMxMTUw,https://avatars.githubusercontent.com/u/26131150?v=4,,https://api.github.com/users/initstring,https://github.com/initstring,https://api.github.com/users/initstring/followers,https://api.github.com/users/initstring/following{/other_user},https://api.github.com/users/initstring/gists{/gist_id},https://api.github.com/users/initstring/starred{/owner}{/repo},https://api.github.com/users/initstring/subscriptions,https://api.github.com/users/initstring/orgs,https://api.github.com/users/initstring/repos,https://api.github.com/users/initstring/events{/privacy},https://api.github.com/users/initstring/received_events,User,false,1.0
Anon-Exploiter,18597330,MDQ6VXNlcjE4NTk3MzMw,https://avatars.githubusercontent.com/u/18597330?v=4,,https://api.github.com/users/Anon-Exploiter,https://github.com/Anon-Exploiter,https://api.github.com/users/Anon-Exploiter/followers,https://api.github.com/users/Anon-Exploiter/following{/other_user},https://api.github.com/users/Anon-Exploiter/gists{/gist_id},https://api.github.com/users/Anon-Exploiter/starred{/owner}{/repo},https://api.github.com/users/Anon-Exploiter/subscriptions,https://api.github.com/users/Anon-Exploiter/orgs,https://api.github.com/users/Anon-Exploiter/repos,https://api.github.com/users/Anon-Exploiter/events{/privacy},https://api.github.com/users/Anon-Exploiter/received_events,User,false,1.0
bardiharborow,1073681,MDQ6VXNlcjEwNzM2ODE=,https://avatars.githubusercontent.com/u/1073681?v=4,,https://api.github.com/users/bardiharborow,https://github.com/bardiharborow,https://api.github.com/users/bardiharborow/followers,https://api.github.com/users/bardiharborow/following{/other_user},https://api.github.com/users/bardiharborow/gists{/gist_id},https://api.github.com/users/bardiharborow/starred{/owner}{/repo},https://api.github.com/users/bardiharborow/subscriptions,https://api.github.com/users/bardiharborow/orgs,https://api.github.com/users/bardiharborow/repos,https://api.github.com/users/bardiharborow/events{/privacy},https://api.github.com/users/bardiharborow/received_events,User,false,1.0
xaviershay,1714,MDQ6VXNlcjE3MTQ=,https://avatars.githubusercontent.com/u/1714?v=4,,https://api.github.com/users/xaviershay,https://github.com/xaviershay,https://api.github.com/users/xaviershay/followers,https://api.github.com/users/xaviershay/following{/other_user},https://api.github.com/users/xaviershay/gists{/gist_id},https://api.github.com/users/xaviershay/starred{/owner}{/repo},https://api.github.com/users/xaviershay/subscriptions,https://api.github.com/users/xaviershay/orgs,https://api.github.com/users/xaviershay/repos,https://api.github.com/users/xaviershay/events{/privacy},https://api.github.com/users/xaviershay/received_events,User,false,1.0
elliotcondon,2296425,MDQ6VXNlcjIyOTY0MjU=,https://avatars.githubusercontent.com/u/2296425?v=4,,https://api.github.com/users/elliotcondon,https://github.com/elliotcondon,https://api.github.com/users/elliotcondon/followers,https://api.github.com/users/elliotcondon/following{/other_user},https://api.github.com/users/elliotcondon/gists{/gist_id},https://api.github.com/users/elliotcondon/starred{/owner}{/repo},https://api.github.com/users/elliotcondon/subscriptions,https://api.github.com/users/elliotcondon/orgs,https://api.github.com/users/elliotcondon/repos,https://api.github.com/users/elliotcondon/events{/privacy},https://api.github.com/users/elliotcondon/received_events,User,false,1.0
dicook,253191,MDQ6VXNlcjI1MzE5MQ==,https://avatars.githubusercontent.com/u/253191?v=4,,https://api.github.com/users/dicook,https://github.com/dicook,https://api.github.com/users/dicook/followers,https://api.github.com/users/dicook/following{/other_user},https://api.github.com/users/dicook/gists{/gist_id},https://api.github.com/users/dicook/starred{/owner}{/repo},https://api.github.com/users/dicook/subscriptions,https://api.github.com/users/dicook/orgs,https://api.github.com/users/dicook/repos,https://api.github.com/users/dicook/events{/privacy},https://api.github.com/users/dicook/received_events,User,false,1.0
Karolyna84,43585182,MDQ6VXNlcjQzNTg1MTgy,https://avatars.githubusercontent.com/u/43585182?v=4,,https://api.github.com/users/Karolyna84,https://github.com/Karolyna84,https://api.github.com/users/Karolyna84/followers,https://api.github.com/users/Karolyna84/following{/other_user},https://api.github.com/users/Karolyna84/gists{/gist_id},https://api.github.com/users/Karolyna84/starred{/owner}{/repo},https://api.github.com/users/Karolyna84/subscriptions,https://api.github.com/users/Karolyna84/orgs,https://api.github.com/users/Karolyna84/repos,https://api.github.com/users/Karolyna84/events{/privacy},https://api.github.com/users/Karolyna84/received_events,User,false,1.0
priseborough,3596952,MDQ6VXNlcjM1OTY5NTI=,https://avatars.githubusercontent.com/u/3596952?v=4,,https://api.github.com/users/priseborough,https://github.com/priseborough,https://api.github.com/users/priseborough/followers,https://api.github.com/users/priseborough/following{/other_user},https://api.github.com/users/priseborough/gists{/gist_id},https://api.github.com/users/priseborough/starred{/owner}{/repo},https://api.github.com/users/priseborough/subscriptions,https://api.github.com/users/priseborough/orgs,https://api.github.com/users/priseborough/repos,https://api.github.com/users/priseborough/events{/privacy},https://api.github.com/users/priseborough/received_events,User,false,1.0
wahyd4,836576,MDQ6VXNlcjgzNjU3Ng==,https://avatars.githubusercontent.com/u/836576?v=4,,https://api.github.com/users/wahyd4,https://github.com/wahyd4,https://api.github.com/users/wahyd4/followers,https://api.github.com/users/wahyd4/following{/other_user},https://api.github.com/users/wahyd4/gists{/gist_id},https://api.github.com/users/wahyd4/starred{/owner}{/repo},https://api.github.com/users/wahyd4/subscriptions,https://api.github.com/users/wahyd4/orgs,https://api.github.com/users/wahyd4/repos,https://api.github.com/users/wahyd4/events{/privacy},https://api.github.com/users/wahyd4/received_events,User,false,1.0
drewnoakes,350947,MDQ6VXNlcjM1MDk0Nw==,https://avatars.githubusercontent.com/u/350947?v=4,,https://api.github.com/users/drewnoakes,https://github.com/drewnoakes,https://api.github.com/users/drewnoakes/followers,https://api.github.com/users/drewnoakes/following{/other_user},https://api.github.com/users/drewnoakes/gists{/gist_id},https://api.github.com/users/drewnoakes/starred{/owner}{/repo},https://api.github.com/users/drewnoakes/subscriptions,https://api.github.com/users/drewnoakes/orgs,https://api.github.com/users/drewnoakes/repos,https://api.github.com/users/drewnoakes/events{/privacy},https://api.github.com/users/drewnoakes/received_events,User,false,1.0
wireghoul,92534,MDQ6VXNlcjkyNTM0,https://avatars.githubusercontent.com/u/92534?v=4,,https://api.github.com/users/wireghoul,https://github.com/wireghoul,https://api.github.com/users/wireghoul/followers,https://api.github.com/users/wireghoul/following{/other_user},https://api.github.com/users/wireghoul/gists{/gist_id},https://api.github.com/users/wireghoul/starred{/owner}{/repo},https://api.github.com/users/wireghoul/subscriptions,https://api.github.com/users/wireghoul/orgs,https://api.github.com/users/wireghoul/repos,https://api.github.com/users/wireghoul/events{/privacy},https://api.github.com/users/wireghoul/received_events,User,false,1.0
abolkog,3861725,MDQ6VXNlcjM4NjE3MjU=,https://avatars.githubusercontent.com/u/3861725?v=4,,https://api.github.com/users/abolkog,https://github.com/abolkog,https://api.github.com/users/abolkog/followers,https://api.github.com/users/abolkog/following{/other_user},https://api.github.com/users/abolkog/gists{/gist_id},https://api.github.com/users/abolkog/starred{/owner}{/repo},https://api.github.com/users/abolkog/subscriptions,https://api.github.com/users/abolkog/orgs,https://api.github.com/users/abolkog/repos,https://api.github.com/users/abolkog/events{/privacy},https://api.github.com/users/abolkog/received_events,User,false,1.0
pat,4183,MDQ6VXNlcjQxODM=,https://avatars.githubusercontent.com/u/4183?v=4,,https://api.github.com/users/pat,https://github.com/pat,https://api.github.com/users/pat/followers,https://api.github.com/users/pat/following{/other_user},https://api.github.com/users/pat/gists{/gist_id},https://api.github.com/users/pat/starred{/owner}{/repo},https://api.github.com/users/pat/subscriptions,https://api.github.com/users/pat/orgs,https://api.github.com/users/pat/repos,https://api.github.com/users/pat/events{/privacy},https://api.github.com/users/pat/received_events,User,false,1.0
fraserxu,1183541,MDQ6VXNlcjExODM1NDE=,https://avatars.githubusercontent.com/u/1183541?v=4,,https://api.github.com/users/fraserxu,https://github.com/fraserxu,https://api.github.com/users/fraserxu/followers,https://api.github.com/users/fraserxu/following{/other_user},https://api.github.com/users/fraserxu/gists{/gist_id},https://api.github.com/users/fraserxu/starred{/owner}{/repo},https://api.github.com/users/fraserxu/subscriptions,https://api.github.com/users/fraserxu/orgs,https://api.github.com/users/fraserxu/repos,https://api.github.com/users/fraserxu/events{/privacy},https://api.github.com/users/fraserxu/received_events,User,false,1.0
mokagio,1218433,MDQ6VXNlcjEyMTg0MzM=,https://avatars.githubusercontent.com/u/1218433?v=4,,https://api.github.com/users/mokagio,https://github.com/mokagio,https://api.github.com/users/mokagio/followers,https://api.github.com/users/mokagio/following{/other_user},https://api.github.com/users/mokagio/gists{/gist_id},https://api.github.com/users/mokagio/starred{/owner}{/repo},https://api.github.com/users/mokagio/subscriptions,https://api.github.com/users/mokagio/orgs,https://api.github.com/users/mokagio/repos,https://api.github.com/users/mokagio/events{/privacy},https://api.github.com/users/mokagio/received_events,User,false,1.0
trevorstephens,5210848,MDQ6VXNlcjUyMTA4NDg=,https://avatars.githubusercontent.com/u/5210848?v=4,,https://api.github.com/users/trevorstephens,https://github.com/trevorstephens,https://api.github.com/users/trevorstephens/followers,https://api.github.com/users/trevorstephens/following{/other_user},https://api.github.com/users/trevorstephens/gists{/gist_id},https://api.github.com/users/trevorstephens/starred{/owner}{/repo},https://api.github.com/users/trevorstephens/subscriptions,https://api.github.com/users/trevorstephens/orgs,https://api.github.com/users/trevorstephens/repos,https://api.github.com/users/trevorstephens/events{/privacy},https://api.github.com/users/trevorstephens/received_events,User,false,1.0
amanda08,4359281,MDQ6VXNlcjQzNTkyODE=,https://avatars.githubusercontent.com/u/4359281?v=4,,https://api.github.com/users/amanda08,https://github.com/amanda08,https://api.github.com/users/amanda08/followers,https://api.github.com/users/amanda08/following{/other_user},https://api.github.com/users/amanda08/gists{/gist_id},https://api.github.com/users/amanda08/starred{/owner}{/repo},https://api.github.com/users/amanda08/subscriptions,https://api.github.com/users/amanda08/orgs,https://api.github.com/users/amanda08/repos,https://api.github.com/users/amanda08/events{/privacy},https://api.github.com/users/amanda08/received_events,User,false,1.0
toolmantim,153,MDQ6VXNlcjE1Mw==,https://avatars.githubusercontent.com/u/153?v=4,,https://api.github.com/users/toolmantim,https://github.com/toolmantim,https://api.github.com/users/toolmantim/followers,https://api.github.com/users/toolmantim/following{/other_user},https://api.github.com/users/toolmantim/gists{/gist_id},https://api.github.com/users/toolmantim/starred{/owner}{/repo},https://api.github.com/users/toolmantim/subscriptions,https://api.github.com/users/toolmantim/orgs,https://api.github.com/users/toolmantim/repos,https://api.github.com/users/toolmantim/events{/privacy},https://api.github.com/users/toolmantim/received_events,User,false,1.0
daurnimator,127971,MDQ6VXNlcjEyNzk3MQ==,https://avatars.githubusercontent.com/u/127971?v=4,,https://api.github.com/users/daurnimator,https://github.com/daurnimator,https://api.github.com/users/daurnimator/followers,https://api.github.com/users/daurnimator/following{/other_user},https://api.github.com/users/daurnimator/gists{/gist_id},https://api.github.com/users/daurnimator/starred{/owner}{/repo},https://api.github.com/users/daurnimator/subscriptions,https://api.github.com/users/daurnimator/orgs,https://api.github.com/users/daurnimator/repos,https://api.github.com/users/daurnimator/events{/privacy},https://api.github.com/users/daurnimator/received_events,User,false,1.0
mitchmindtree,4587373,MDQ6VXNlcjQ1ODczNzM=,https://avatars.githubusercontent.com/u/4587373?v=4,,https://api.github.com/users/mitchmindtree,https://github.com/mitchmindtree,https://api.github.com/users/mitchmindtree/followers,https://api.github.com/users/mitchmindtree/following{/other_user},https://api.github.com/users/mitchmindtree/gists{/gist_id},https://api.github.com/users/mitchmindtree/starred{/owner}{/repo},https://api.github.com/users/mitchmindtree/subscriptions,https://api.github.com/users/mitchmindtree/orgs,https://api.github.com/users/mitchmindtree/repos,https://api.github.com/users/mitchmindtree/events{/privacy},https://api.github.com/users/mitchmindtree/received_events,User,false,1.0
hamishwillee,5368500,MDQ6VXNlcjUzNjg1MDA=,https://avatars.githubusercontent.com/u/5368500?v=4,,https://api.github.com/users/hamishwillee,https://github.com/hamishwillee,https://api.github.com/users/hamishwillee/followers,https://api.github.com/users/hamishwillee/following{/other_user},https://api.github.com/users/hamishwillee/gists{/gist_id},https://api.github.com/users/hamishwillee/starred{/owner}{/repo},https://api.github.com/users/hamishwillee/subscriptions,https://api.github.com/users/hamishwillee/orgs,https://api.github.com/users/hamishwillee/repos,https://api.github.com/users/hamishwillee/events{/privacy},https://api.github.com/users/hamishwillee/received_events,User,false,1.0
kolber,10325,MDQ6VXNlcjEwMzI1,https://avatars.githubusercontent.com/u/10325?v=4,,https://api.github.com/users/kolber,https://github.com/kolber,https://api.github.com/users/kolber/followers,https://api.github.com/users/kolber/following{/other_user},https://api.github.com/users/kolber/gists{/gist_id},https://api.github.com/users/kolber/starred{/owner}{/repo},https://api.github.com/users/kolber/subscriptions,https://api.github.com/users/kolber/orgs,https://api.github.com/users/kolber/repos,https://api.github.com/users/kolber/events{/privacy},https://api.github.com/users/kolber/received_events,User,false,1.0
hugomd,1646536,MDQ6VXNlcjE2NDY1MzY=,https://avatars.githubusercontent.com/u/1646536?v=4,,https://api.github.com/users/hugomd,https://github.com/hugomd,https://api.github.com/users/hugomd/followers,https://api.github.com/users/hugomd/following{/other_user},https://api.github.com/users/hugomd/gists{/gist_id},https://api.github.com/users/hugomd/starred{/owner}{/repo},https://api.github.com/users/hugomd/subscriptions,https://api.github.com/users/hugomd/orgs,https://api.github.com/users/hugomd/repos,https://api.github.com/users/hugomd/events{/privacy},https://api.github.com/users/hugomd/received_events,User,false,1.0
joho,4092,MDQ6VXNlcjQwOTI=,https://avatars.githubusercontent.com/u/4092?v=4,,https://api.github.com/users/joho,https://github.com/joho,https://api.github.com/users/joho/followers,https://api.github.com/users/joho/following{/other_user},https://api.github.com/users/joho/gists{/gist_id},https://api.github.com/users/joho/starred{/owner}{/repo},https://api.github.com/users/joho/subscriptions,https://api.github.com/users/joho/orgs,https://api.github.com/users/joho/repos,https://api.github.com/users/joho/events{/privacy},https://api.github.com/users/joho/received_events,User,false,1.0
UnexpectedMaker,3156212,MDQ6VXNlcjMxNTYyMTI=,https://avatars.githubusercontent.com/u/3156212?v=4,,https://api.github.com/users/UnexpectedMaker,https://github.com/UnexpectedMaker,https://api.github.com/users/UnexpectedMaker/followers,https://api.github.com/users/UnexpectedMaker/following{/other_user},https://api.github.com/users/UnexpectedMaker/gists{/gist_id},https://api.github.com/users/UnexpectedMaker/starred{/owner}{/repo},https://api.github.com/users/UnexpectedMaker/subscriptions,https://api.github.com/users/UnexpectedMaker/orgs,https://api.github.com/users/UnexpectedMaker/repos,https://api.github.com/users/UnexpectedMaker/events{/privacy},https://api.github.com/users/UnexpectedMaker/received_events,User,false,1.0
merill,1288081,MDQ6VXNlcjEyODgwODE=,https://avatars.githubusercontent.com/u/1288081?v=4,,https://api.github.com/users/merill,https://github.com/merill,https://api.github.com/users/merill/followers,https://api.github.com/users/merill/following{/other_user},https://api.github.com/users/merill/gists{/gist_id},https://api.github.com/users/merill/starred{/owner}{/repo},https://api.github.com/users/merill/subscriptions,https://api.github.com/users/merill/orgs,https://api.github.com/users/merill/repos,https://api.github.com/users/merill/events{/privacy},https://api.github.com/users/merill/received_events,User,false,1.0
jagregory,10828,MDQ6VXNlcjEwODI4,https://avatars.githubusercontent.com/u/10828?v=4,,https://api.github.com/users/jagregory,https://github.com/jagregory,https://api.github.com/users/jagregory/followers,https://api.github.com/users/jagregory/following{/other_user},https://api.github.com/users/jagregory/gists{/gist_id},https://api.github.com/users/jagregory/starred{/owner}{/repo},https://api.github.com/users/jagregory/subscriptions,https://api.github.com/users/jagregory/orgs,https://api.github.com/users/jagregory/repos,https://api.github.com/users/jagregory/events{/privacy},https://api.github.com/users/jagregory/received_events,User,false,1.0
moroshko,259753,MDQ6VXNlcjI1OTc1Mw==,https://avatars.githubusercontent.com/u/259753?v=4,,https://api.github.com/users/moroshko,https://github.com/moroshko,https://api.github.com/users/moroshko/followers,https://api.github.com/users/moroshko/following{/other_user},https://api.github.com/users/moroshko/gists{/gist_id},https://api.github.com/users/moroshko/starred{/owner}{/repo},https://api.github.com/users/moroshko/subscriptions,https://api.github.com/users/moroshko/orgs,https://api.github.com/users/moroshko/repos,https://api.github.com/users/moroshko/events{/privacy},https://api.github.com/users/moroshko/received_events,User,false,1.0
davkean,1103906,MDQ6VXNlcjExMDM5MDY=,https://avatars.githubusercontent.com/u/1103906?v=4,,https://api.github.com/users/davkean,https://github.com/davkean,https://api.github.com/users/davkean/followers,https://api.github.com/users/davkean/following{/other_user},https://api.github.com/users/davkean/gists{/gist_id},https://api.github.com/users/davkean/starred{/owner}{/repo},https://api.github.com/users/davkean/subscriptions,https://api.github.com/users/davkean/orgs,https://api.github.com/users/davkean/repos,https://api.github.com/users/davkean/events{/privacy},https://api.github.com/users/davkean/received_events,User,false,1.0
jni,492549,MDQ6VXNlcjQ5MjU0OQ==,https://avatars.githubusercontent.com/u/492549?v=4,,https://api.github.com/users/jni,https://github.com/jni,https://api.github.com/users/jni/followers,https://api.github.com/users/jni/following{/other_user},https://api.github.com/users/jni/gists{/gist_id},https://api.github.com/users/jni/starred{/owner}{/repo},https://api.github.com/users/jni/subscriptions,https://api.github.com/users/jni/orgs,https://api.github.com/users/jni/repos,https://api.github.com/users/jni/events{/privacy},https://api.github.com/users/jni/received_events,User,false,1.0
chendo,2661,MDQ6VXNlcjI2NjE=,https://avatars.githubusercontent.com/u/2661?v=4,,https://api.github.com/users/chendo,https://github.com/chendo,https://api.github.com/users/chendo/followers,https://api.github.com/users/chendo/following{/other_user},https://api.github.com/users/chendo/gists{/gist_id},https://api.github.com/users/chendo/starred{/owner}{/repo},https://api.github.com/users/chendo/subscriptions,https://api.github.com/users/chendo/orgs,https://api.github.com/users/chendo/repos,https://api.github.com/users/chendo/events{/privacy},https://api.github.com/users/chendo/received_events,User,false,1.0
justinsteven,1893909,MDQ6VXNlcjE4OTM5MDk=,https://avatars.githubusercontent.com/u/1893909?v=4,,https://api.github.com/users/justinsteven,https://github.com/justinsteven,https://api.github.com/users/justinsteven/followers,https://api.github.com/users/justinsteven/following{/other_user},https://api.github.com/users/justinsteven/gists{/gist_id},https://api.github.com/users/justinsteven/starred{/owner}{/repo},https://api.github.com/users/justinsteven/subscriptions,https://api.github.com/users/justinsteven/orgs,https://api.github.com/users/justinsteven/repos,https://api.github.com/users/justinsteven/events{/privacy},https://api.github.com/users/justinsteven/received_events,User,false,1.0
Benjamin-Dobell,482276,MDQ6VXNlcjQ4MjI3Ng==,https://avatars.githubusercontent.com/u/482276?v=4,,https://api.github.com/users/Benjamin-Dobell,https://github.com/Benjamin-Dobell,https://api.github.com/users/Benjamin-Dobell/followers,https://api.github.com/users/Benjamin-Dobell/following{/other_user},https://api.github.com/users/Benjamin-Dobell/gists{/gist_id},https://api.github.com/users/Benjamin-Dobell/starred{/owner}{/repo},https://api.github.com/users/Benjamin-Dobell/subscriptions,https://api.github.com/users/Benjamin-Dobell/orgs,https://api.github.com/users/Benjamin-Dobell/repos,https://api.github.com/users/Benjamin-Dobell/events{/privacy},https://api.github.com/users/Benjamin-Dobell/received_events,User,false,1.0
nickgammon,185088,MDQ6VXNlcjE4NTA4OA==,https://avatars.githubusercontent.com/u/185088?v=4,,https://api.github.com/users/nickgammon,https://github.com/nickgammon,https://api.github.com/users/nickgammon/followers,https://api.github.com/users/nickgammon/following{/other_user},https://api.github.com/users/nickgammon/gists{/gist_id},https://api.github.com/users/nickgammon/starred{/owner}{/repo},https://api.github.com/users/nickgammon/subscriptions,https://api.github.com/users/nickgammon/orgs,https://api.github.com/users/nickgammon/repos,https://api.github.com/users/nickgammon/events{/privacy},https://api.github.com/users/nickgammon/received_events,User,false,1.0
